fpr,tpr,thresholds
0.0,0.0,2.0
0.0,0.010526315789473684,1.0
0.0,0.07368421052631578,0.99999416
0.0,0.09473684210526316,0.99999356
0.0,0.42105263157894735,0.99800915
0.0023584905660377358,0.42105263157894735,0.9979982
0.0023584905660377358,0.6210526315789474,0.9715868
0.0047169811320754715,0.6210526315789474,0.9698631
0.0047169811320754715,0.6526315789473685,0.95861053
0.007075471698113208,0.6526315789473685,0.9571191
0.007075471698113208,0.6631578947368421,0.93829745
0.009433962264150943,0.6631578947368421,0.9190626
0.009433962264150943,0.6736842105263158,0.90644765
0.01179245283018868,0.6736842105263158,0.89804125
0.01179245283018868,0.6947368421052632,0.8920627
0.014150943396226415,0.6947368421052632,0.88651216
0.014150943396226415,0.7052631578947368,0.87480843
0.01650943396226415,0.7052631578947368,0.8591613
0.01650943396226415,0.7263157894736842,0.84679246
0.018867924528301886,0.7263157894736842,0.81801164
0.018867924528301886,0.7578947368421053,0.6873684
0.02122641509433962,0.7578947368421053,0.6841935
0.02122641509433962,0.8526315789473684,0.38849252
0.02358490566037736,0.8526315789473684,0.33982366
0.02358490566037736,0.8947368421052632,0.3211639
0.025943396226415096,0.8947368421052632,0.2783373
0.025943396226415096,0.9052631578947369,0.20555162
0.0330188679245283,0.9052631578947369,0.18138012
0.0330188679245283,0.9157894736842105,0.17297202
0.054245283018867926,0.9157894736842105,0.0800531
0.054245283018867926,0.9263157894736842,0.07180818
0.07547169811320754,0.9263157894736842,0.016819695
0.07547169811320754,0.9368421052631579,0.015834985
0.08490566037735849,0.9368421052631579,0.010160772
0.08490566037735849,0.9473684210526315,0.009711377
0.08726415094339622,0.9473684210526315,0.009316354
0.08726415094339622,0.9578947368421052,0.008440956
0.09669811320754718,0.9578947368421052,0.0066814777
0.09669811320754718,0.968421052631579,0.0065784343
0.14386792452830188,0.968421052631579,0.0029108718
0.14386792452830188,0.9789473684210527,0.0029074005
0.1509433962264151,0.9789473684210527,0.0027303614
0.1509433962264151,0.9894736842105263,0.0026610987
0.9976415094339622,0.9894736842105263,4.336572e-06
0.9976415094339622,1.0,4.1132744e-06
1.0,1.0,1.6859608e-06
