fpr,tpr,thresholds
0.0,0.0,2.0
0.0,0.010526315789473684,1.0
0.0,0.24210526315789474,0.99968004
0.0023584905660377358,0.24210526315789474,0.99960274
0.0023584905660377358,0.29473684210526313,0.9989969
0.0047169811320754715,0.29473684210526313,0.99896955
0.0047169811320754715,0.3684210526315789,0.9979236
0.007075471698113208,0.3684210526315789,0.9979158
0.007075471698113208,0.5368421052631579,0.9848065
0.009433962264150943,0.5368421052631579,0.9838537
0.009433962264150943,0.5473684210526316,0.9824107
0.01179245283018868,0.5473684210526316,0.98227614
0.01179245283018868,0.6736842105263158,0.9363272
0.014150943396226415,0.6736842105263158,0.909955
0.014150943396226415,0.7157894736842105,0.87841
0.018867924528301886,0.7157894736842105,0.80827004
0.018867924528301886,0.8,0.6965498
0.02358490566037736,0.8,0.68684566
0.02358490566037736,0.8105263157894737,0.68423706
0.025943396226415096,0.8105263157894737,0.68313944
0.025943396226415096,0.8210526315789474,0.6726668
0.03537735849056604,0.8210526315789474,0.5458901
0.03537735849056604,0.8315789473684211,0.49257734
0.03773584905660377,0.8315789473684211,0.48833513
0.03773584905660377,0.8631578947368421,0.37161067
0.04009433962264151,0.8631578947368421,0.34828192
0.04009433962264151,0.8736842105263158,0.34737867
0.04716981132075472,0.8736842105263158,0.29646006
0.04716981132075472,0.8947368421052632,0.2771102
0.05188679245283019,0.8947368421052632,0.21721587
0.05188679245283019,0.9263157894736842,0.16308853
0.07075471698113207,0.9263157894736842,0.078171894
0.07075471698113207,0.9368421052631579,0.069200575
0.10849056603773585,0.9368421052631579,0.032656148
0.10849056603773585,0.9473684210526315,0.02409504
0.12735849056603774,0.9473684210526315,0.019215638
0.12735849056603774,0.9578947368421052,0.018761624
0.15330188679245282,0.9578947368421052,0.011569199
0.15330188679245282,0.968421052631579,0.011499583
0.2028301886792453,0.968421052631579,0.00672396
0.2028301886792453,0.9789473684210527,0.0065846965
0.27358490566037735,0.9789473684210527,0.0036895087
0.27358490566037735,0.9894736842105263,0.0036872847
0.5259433962264151,0.9894736842105263,0.0009830538
0.5259433962264151,1.0,0.0009829868
1.0,1.0,2.2347007e-05
