fpr,tpr,thresholds
0.0,0.0,1.9999969
0.0,0.010526315789473684,0.9999969
0.0,0.2,0.99944586
0.0023584905660377358,0.2,0.99939656
0.0023584905660377358,0.3894736842105263,0.9939521
0.007075471698113208,0.3894736842105263,0.9910108
0.007075471698113208,0.5157894736842106,0.9784387
0.009433962264150943,0.5157894736842106,0.9756197
0.009433962264150943,0.5368421052631579,0.97383976
0.01179245283018868,0.5368421052631579,0.97049755
0.01179245283018868,0.5789473684210527,0.96129674
0.014150943396226415,0.5789473684210527,0.9366108
0.014150943396226415,0.6,0.9241305
0.01650943396226415,0.6,0.9182371
0.01650943396226415,0.6421052631578947,0.9010392
0.02122641509433962,0.6421052631578947,0.8529181
0.02122641509433962,0.6736842105263158,0.8224852
0.02358490566037736,0.6736842105263158,0.8172922
0.02358490566037736,0.6842105263157895,0.81659466
0.025943396226415096,0.6842105263157895,0.81367767
0.025943396226415096,0.7578947368421053,0.638485
0.02830188679245283,0.7578947368421053,0.63598067
0.02830188679245283,0.7789473684210526,0.6046211
0.0330188679245283,0.7789473684210526,0.5562872
0.0330188679245283,0.8105263157894737,0.5438762
0.04009433962264151,0.8105263157894737,0.43170202
0.04009433962264151,0.8421052631578947,0.4068606
0.04481132075471698,0.8421052631578947,0.39186653
0.04481132075471698,0.8526315789473684,0.38081184
0.04716981132075472,0.8526315789473684,0.323737
0.04716981132075472,0.8736842105263158,0.31095007
0.05660377358490566,0.8736842105263158,0.21825282
0.05660377358490566,0.8842105263157894,0.2113185
0.06367924528301887,0.8842105263157894,0.16222192
0.06367924528301887,0.8947368421052632,0.13005583
0.09198113207547169,0.8947368421052632,0.08446691
0.09198113207547169,0.9052631578947369,0.074744165
0.09905660377358491,0.9052631578947369,0.06804567
0.09905660377358491,0.9157894736842105,0.06537925
0.10141509433962265,0.9157894736842105,0.062983714
0.10141509433962265,0.9263157894736842,0.06052756
0.11556603773584906,0.9263157894736842,0.049314223
0.11556603773584906,0.9368421052631579,0.048312012
0.125,0.9368421052631579,0.0341056
0.125,0.9473684210526315,0.03408592
0.13443396226415094,0.9473684210526315,0.030183436
0.13443396226415094,0.968421052631579,0.02661646
0.18632075471698112,0.968421052631579,0.011209083
0.18632075471698112,0.9789473684210527,0.011110821
0.21933962264150944,0.9789473684210527,0.008288363
0.21933962264150944,0.9894736842105263,0.0082738465
0.30424528301886794,0.9894736842105263,0.004311232
0.30424528301886794,1.0,0.004289742
1.0,1.0,8.3332525e-06
